payment_id,booking_id,amount,payment_date,payment_status,payment_method
120,120,16142.49,2025-10-25 01:19:00,Completed,Net Banking
121,121,4423.92,2026-03-13 22:03:00,Refunded,Credit Card
122,122,5756.76,2025-01-25 08:49:00,Completed,UPI
123,123,5234.95,2025-11-15 17:33:00,Completed,Debit Card
124,124,5128.51,2024-12-19 16:51:00,Completed,Net Banking
125,125,4657.83,2025-10-16 19:34:00,Completed,Debit Card
126,126,9100.15,2025-01-24 21:28:00,Completed,Wallet
127,127,5459.48,2026-01-12 22:51:00,Refunded,Debit Card
128,128,4288.77,2025-04-28 13:36:00,Refunded,Wallet
129,129,17749.43,2025-07-01 05:11:00,Pending,UPI
130,130,4802.89,2025-02-10 12:05:00,Refunded,Debit Card
131,131,4762.79,2025-09-28 20:54:00,Completed,UPI
132,132,4170.8,2025-11-05 03:03:00,Refunded,Credit Card
133,133,14042.59,2024-11-14 14:36:00,Completed,Credit Card
134,134,15043.83,2025-11-08 00:52:00,Completed,Credit Card
135,135,16399.64,2026-02-23 12:03:00,Refunded,Net Banking
136,136,5061.0,2025-10-06 19:58:00,Completed,Net Banking
137,137,4101.07,2025-09-30 08:21:00,Failed,Wallet
138,138,13596.87,2026-02-06 22:57:00,Refunded,Credit Card
139,139,5769.23,2025-12-22 20:19:00,Completed,Net Banking
140,140,26904.7,2024-10-11 00:31:00,Completed,Debit Card
141,141,5159.9,2025-05-29 20:52:00,Refunded,UPI
142,142,17081.63,2025-04-11 08:04:00,Completed,UPI
143,143,4166.93,2025-10-11 19:05:00,Refunded,UPI
144,144,4203.02,2025-04-06 08:41:00,Refunded,Credit Card
145,145,28980.2,2025-02-08 23:32:00,Refunded,Wallet
146,146,15484.5,2025-07-02 07:58:00,Completed,Wallet
147,147,5591.19,2025-03-26 10:24:00,Completed,UPI
148,148,4102.27,2025-03-09 10:00:00,Completed,Credit Card
149,149,4864.62,2025-06-15 12:17:00,Pending,Net Banking
150,150,5289.95,2026-04-02 12:02:00,Pending,Credit Card
151,151,4878.63,2025-12-30 18:39:00,Failed,Debit Card
152,152,5836.82,2025-06-15 11:09:00,Pending,Debit Card
153,153,4353.38,2025-03-22 23:40:00,Completed,Net Banking
154,154,4695.99,2026-03-13 17:06:00,Completed,Wallet
155,155,5169.24,2025-06-26 18:41:00,Completed,UPI
156,156,5220.31,2024-10-13 20:08:00,Refunded,Wallet
157,157,4665.93,2025-09-09 03:06:00,Completed,Net Banking
158,158,5590.03,2025-01-08 21:29:00,Completed,Wallet
159,159,25793.27,2025-10-15 20:29:00,Completed,Wallet
160,160,5235.28,2025-06-19 00:56:00,Pending,Wallet
161,161,4935.18,2025-05-14 05:09:00,Completed,UPI
162,162,4190.76,2025-01-19 05:57:00,Completed,Net Banking
163,163,5094.22,2025-07-23 05:01:00,Completed,Debit Card
164,164,5245.62,2025-05-12 02:34:00,Failed,Credit Card
165,165,4274.37,2026-04-03 02:52:00,Refunded,Net Banking
166,166,5059.01,2025-09-22 15:44:00,Completed,Debit Card
167,167,4974.3,2025-02-10 15:19:00,Refunded,Net Banking
168,168,14515.28,2025-12-09 15:16:00,Completed,Credit Card
169,169,4237.0,2025-08-08 00:15:00,Refunded,Credit Card
170,170,15041.17,2024-11-06 18:52:00,Refunded,Wallet
171,171,4706.13,2025-12-01 13:26:00,Failed,UPI
172,172,9031.58,2025-10-14 03:54:00,Failed,Debit Card
173,173,9542.69,2025-12-17 20:57:00,Completed,Debit Card
174,174,8826.37,2025-12-09 02:18:00,Pending,Wallet
175,175,5735.4,2025-10-11 11:14:00,Completed,Debit Card
176,176,10446.7,2026-01-07 17:38:00,Completed,Debit Card
177,177,4659.52,2026-01-29 13:02:00,Completed,Wallet
178,178,17605.9,2024-12-02 02:13:00,Refunded,Credit Card
179,179,5653.7,2024-12-15 22:36:00,Completed,Credit Card
180,180,10064.59,2025-03-30 07:39:00,Completed,Wallet
181,181,4829.34,2025-12-15 17:20:00,Completed,Credit Card
182,182,10049.17,2026-02-23 05:07:00,Pending,Wallet
183,183,4492.26,2025-02-06 00:43:00,Refunded,Debit Card
184,184,5412.46,2025-02-09 08:08:00,Refunded,Wallet
185,185,5655.77,2025-07-22 22:00:00,Completed,Credit Card
186,186,29403.18,2025-02-25 16:33:00,Refunded,Wallet
187,187,5113.91,2026-03-04 06:28:00,Completed,Debit Card
188,188,4068.77,2025-05-16 23:53:00,Pending,Credit Card
189,189,14905.82,2026-01-21 21:37:00,Completed,Credit Card
190,190,4459.83,2026-02-08 18:03:00,Completed,Debit Card
191,191,18921.48,2025-12-29 12:31:00,Completed,Debit Card
192,192,4560.76,2025-10-22 22:10:00,Pending,Credit Card
193,193,35803.13,2025-11-24 23:25:00,Failed,Net Banking
194,194,4130.12,2025-01-06 02:57:00,Completed,Net Banking
195,195,4674.36,2025-04-20 19:01:00,Completed,Credit Card
196,196,25340.88,2025-07-16 18:28:00,Completed,Credit Card
197,197,4359.72,2025-10-08 11:52:00,Refunded,Wallet
198,198,4229.5,2025-10-29 17:12:00,Completed,Wallet
199,199,9702.94,2025-04-17 02:29:00,Completed,Net Banking
200,200,9456.31,2025-07-20 19:33:00,Completed,Net Banking
201,201,4396.75,2026-04-20 18:32:00,Completed,Credit Card
202,202,4545.85,2026-03-24 17:12:00,Completed,Credit Card
203,203,5523.36,2025-05-14 09:31:00,Refunded,UPI
204,204,5247.67,2025-07-08 14:56:00,Refunded,UPI
205,205,4156.77,2025-01-11 19:06:00,Refunded,Credit Card
206,206,4499.6,2025-12-06 22:23:00,Completed,Credit Card
207,207,5417.3,2025-10-29 14:59:00,Refunded,Debit Card
208,208,5338.51,2025-04-23 10:41:00,Completed,Wallet
209,209,9878.57,2025-08-16 07:39:00,Failed,Debit Card
210,210,4123.15,2024-12-27 00:09:00,Completed,Credit Card
211,211,5349.68,2025-02-16 21:02:00,Refunded,Wallet
212,212,27210.6,2025-01-28 01:23:00,Refunded,Credit Card
213,213,10695.86,2025-12-17 07:12:00,Failed,UPI
214,214,5409.31,2026-02-19 19:25:00,Completed,Wallet
215,215,5616.71,2025-04-08 22:39:00,Completed,Debit Card
216,216,17695.51,2025-12-03 06:56:00,Refunded,UPI
217,217,26320.74,2026-01-11 02:26:00,Failed,Wallet
218,218,8002.32,2025-10-23 00:27:00,Completed,Credit Card
219,219,15434.23,2025-06-16 12:21:00,Completed,Credit Card
220,220,16336.88,2024-12-17 08:27:00,Pending,Net Banking
221,221,4749.11,2025-11-01 09:18:00,Failed,Debit Card
222,222,4185.74,2024-12-28 19:32:00,Completed,UPI
223,223,4397.23,2025-10-16 23:16:00,Failed,UPI
224,224,5156.14,2024-12-26 05:22:00,Completed,Wallet
225,225,35093.6,2025-08-21 09:50:00,Completed,Net Banking
226,226,16427.17,2025-07-16 08:18:00,Completed,Credit Card
227,227,14712.76,2025-04-04 01:59:00,Refunded,Credit Card
228,228,7879.16,2025-02-03 23:12:00,Pending,Net Banking
229,229,4876.55,2025-11-26 05:27:00,Completed,Net Banking
230,230,5079.93,2025-12-14 16:11:00,Failed,Credit Card
231,231,5085.12,2025-08-20 03:41:00,Completed,Credit Card
232,232,5078.06,2025-06-22 22:57:00,Completed,Net Banking
233,233,4727.32,2025-03-15 22:29:00,Refunded,UPI
234,234,5611.56,2025-10-09 18:40:00,Completed,Credit Card
235,235,8992.68,2025-08-25 13:02:00,Refunded,Credit Card
236,236,17109.96,2025-07-04 00:47:00,Completed,Debit Card
237,237,17420.02,2024-12-26 20:23:00,Completed,Credit Card
238,238,18632.23,2025-12-12 12:45:00,Failed,Wallet
239,239,5321.29,2025-08-29 04:28:00,Completed,Credit Card
240,240,5068.29,2025-07-02 16:23:00,Failed,Wallet
241,241,4638.8,2025-04-15 16:47:00,Completed,Credit Card
242,242,5397.5,2025-02-11 04:38:00,Completed,Wallet
243,243,4370.23,2025-09-16 00:33:00,Completed,UPI
244,244,5389.29,2025-10-12 16:10:00,Completed,Wallet
245,245,15955.22,2025-09-06 01:09:00,Completed,Debit Card
246,246,4148.12,2025-07-03 18:57:00,Failed,Wallet
247,247,10924.33,2025-03-27 19:27:00,Failed,Wallet
248,248,9903.78,2025-08-19 15:20:00,Completed,Net Banking
249,249,4857.24,2025-03-29 17:55:00,Failed,Debit Card
250,250,26286.02,2025-08-07 19:06:00,Failed,Credit Card
251,251,4741.32,2026-02-08 17:39:00,Completed,Debit Card
252,252,4400.31,2026-03-26 01:41:00,Completed,Net Banking
253,253,4122.23,2025-11-14 10:13:00,Completed,Wallet
254,254,4657.23,2025-05-15 14:53:00,Refunded,Wallet
255,255,9185.1,2025-05-07 06:17:00,Failed,Wallet
256,256,9659.85,2025-06-17 12:14:00,Failed,Wallet
257,257,4945.71,2025-07-13 19:11:00,Refunded,UPI
258,258,5528.74,2025-04-25 17:20:00,Completed,UPI
259,259,4664.06,2025-12-11 10:44:00,Completed,Wallet
260,260,17714.61,2025-05-22 22:56:00,Completed,Debit Card
261,261,4963.65,2025-04-07 19:03:00,Completed,Net Banking
262,262,14926.01,2025-11-23 09:50:00,Pending,Wallet
263,263,4785.8,2025-05-19 22:45:00,Completed,Net Banking
264,264,5780.98,2025-10-19 18:19:00,Completed,Wallet
265,265,18077.61,2025-07-14 14:32:00,Refunded,Debit Card
266,266,4841.75,2025-08-07 08:19:00,Pending,Debit Card
267,267,4937.04,2026-02-14 23:42:00,Completed,UPI
268,268,4751.85,2025-03-04 05:30:00,Completed,Wallet
269,269,7876.1,2026-03-09 01:15:00,Refunded,Wallet
270,270,4767.61,2025-07-07 07:33:00,Pending,Net Banking
271,271,4329.45,2025-03-02 20:48:00,Failed,Credit Card
272,272,16358.57,2025-11-09 12:12:00,Completed,Credit Card
273,273,4844.96,2025-07-12 14:24:00,Completed,Wallet
274,274,5021.02,2025-06-03 04:34:00,Refunded,Debit Card
275,275,4081.43,2026-01-16 09:41:00,Refunded,Net Banking
276,276,4974.16,2025-05-31 03:48:00,Completed,UPI
277,277,4601.27,2025-10-01 02:52:00,Completed,UPI
278,278,18101.25,2025-01-01 10:17:00,Completed,Net Banking
279,279,4915.68,2025-07-25 22:49:00,Completed,Net Banking
280,280,8718.4,2025-11-25 01:09:00,Pending,Debit Card
281,281,4962.44,2025-12-18 16:49:00,Failed,Net Banking
282,282,9260.15,2025-01-23 20:49:00,Refunded,Debit Card
283,283,5762.69,2025-06-11 13:57:00,Completed,Credit Card
284,284,10265.42,2025-03-10 08:14:00,Refunded,Wallet
285,285,5452.61,2025-04-02 02:13:00,Completed,Wallet
286,286,36054.03,2025-01-31 09:20:00,Completed,UPI
287,287,8255.24,2025-02-03 17:28:00,Failed,Debit Card
288,288,17637.42,2025-01-13 09:57:00,Completed,UPI
289,289,4842.95,2024-12-09 21:54:00,Completed,Debit Card
290,290,4838.89,2025-08-17 16:35:00,Failed,UPI
291,291,4408.17,2025-09-26 01:37:00,Pending,Net Banking
292,292,4301.19,2026-03-24 16:53:00,Refunded,UPI
293,293,4677.6,2025-09-26 13:49:00,Completed,UPI
294,294,4879.16,2025-12-01 07:51:00,Completed,Debit Card
295,295,9647.32,2025-07-28 07:00:00,Refunded,Wallet
296,296,8965.46,2025-05-24 05:31:00,Completed,UPI
297,297,4680.73,2025-01-21 20:04:00,Refunded,Net Banking
298,298,17011.34,2025-02-18 06:03:00,Completed,Credit Card
299,299,5184.94,2025-01-19 16:42:00,Failed,Wallet
300,300,5593.82,2025-04-14 21:18:00,Refunded,Credit Card
301,301,14926.98,2026-03-15 04:50:00,Completed,Wallet
302,302,13943.93,2025-02-12 18:05:00,Completed,Debit Card
303,303,4838.87,2025-12-06 11:20:00,Completed,UPI
304,304,19059.37,2025-09-08 02:05:00,Completed,Credit Card
305,305,4691.99,2025-04-29 04:47:00,Completed,Wallet
306,306,8543.74,2025-05-28 09:49:00,Refunded,Credit Card
307,307,14595.01,2025-07-26 14:55:00,Completed,Net Banking
308,308,5658.06,2025-07-05 02:30:00,Completed,UPI
309,309,18422.91,2026-02-25 14:39:00,Completed,UPI
310,310,7802.05,2024-12-18 14:08:00,Completed,Net Banking
311,311,5235.5,2025-01-02 08:23:00,Completed,Debit Card
312,312,9884.52,2025-02-10 11:17:00,Completed,Debit Card
313,313,5313.97,2025-05-07 08:22:00,Completed,Net Banking
314,314,10700.93,2025-03-09 16:54:00,Completed,Wallet
315,315,15032.71,2025-05-30 00:52:00,Completed,Wallet
316,316,13831.84,2026-01-16 23:50:00,Completed,UPI
317,317,5786.26,2024-12-01 23:40:00,Completed,UPI
318,318,19159.42,2025-04-28 00:32:00,Completed,Credit Card
319,319,14221.67,2026-03-02 01:58:00,Completed,Net Banking
320,320,4251.03,2025-10-03 22:23:00,Completed,Wallet
321,321,8174.07,2025-05-05 01:55:00,Completed,Debit Card
322,322,14146.65,2025-11-13 22:30:00,Completed,UPI
323,323,5719.3,2025-06-28 23:48:00,Refunded,Net Banking
324,324,4728.72,2025-09-19 21:32:00,Completed,Credit Card
325,325,4435.02,2025-01-10 11:49:00,Completed,Net Banking
326,326,4514.26,2025-11-08 23:11:00,Failed,Wallet
327,327,5071.31,2025-11-09 00:00:00,Completed,UPI
328,328,4167.24,2026-01-23 20:17:00,Refunded,Net Banking
329,329,4181.55,2025-06-06 10:55:00,Completed,Credit Card
330,330,4872.4,2025-12-31 22:57:00,Refunded,UPI
331,331,5098.96,2025-02-01 10:43:00,Refunded,Credit Card
332,332,5576.39,2025-11-21 13:43:00,Completed,Credit Card
333,333,4965.07,2025-07-23 20:45:00,Refunded,UPI
334,334,8626.46,2025-04-18 05:17:00,Completed,Wallet
335,335,4983.43,2026-03-01 15:39:00,Failed,Credit Card
336,336,5305.74,2024-12-02 22:46:00,Pending,UPI
337,337,4106.47,2025-05-18 05:55:00,Refunded,Net Banking
338,338,8774.25,2026-01-22 13:27:00,Completed,Credit Card
339,339,4993.63,2025-12-23 01:52:00,Failed,Debit Card
340,340,10434.25,2025-02-14 02:16:00,Completed,Net Banking
341,341,9154.98,2025-03-31 23:53:00,Completed,Wallet
342,342,4113.54,2025-11-01 02:04:00,Refunded,Debit Card
343,343,4819.5,2025-01-11 09:52:00,Completed,Credit Card
344,344,5364.05,2026-03-13 15:01:00,Pending,Net Banking
345,345,4493.2,2025-08-18 00:32:00,Completed,UPI
346,346,8463.67,2026-02-17 03:29:00,Completed,Credit Card
347,347,4938.21,2025-02-21 18:32:00,Failed,UPI
348,348,5842.33,2024-12-07 12:57:00,Completed,Credit Card
349,349,4631.38,2025-08-29 05:24:00,Failed,Wallet
350,350,7837.39,2025-05-16 21:18:00,Completed,UPI
351,351,4839.38,2025-05-06 00:46:00,Completed,UPI
352,352,5312.88,2025-12-02 08:16:00,Completed,Debit Card
353,353,5017.97,2025-10-17 06:44:00,Refunded,Wallet
354,354,5597.08,2025-05-05 19:23:00,Refunded,Net Banking
355,355,14106.74,2026-01-09 20:09:00,Completed,Wallet
356,356,4585.83,2024-12-10 18:58:00,Pending,Net Banking
357,357,5440.27,2026-02-10 15:46:00,Refunded,Debit Card
358,358,10948.77,2025-08-12 21:18:00,Completed,UPI
359,359,5616.42,2025-09-12 16:37:00,Completed,Net Banking
360,360,4131.42,2025-10-10 10:40:00,Completed,Credit Card
361,361,4921.39,2026-01-18 02:24:00,Completed,Credit Card
362,362,5355.72,2025-04-30 03:21:00,Refunded,Wallet
363,363,4334.3,2026-05-06 05:45:00,Pending,Net Banking
364,364,13643.01,2025-03-10 19:57:00,Completed,UPI
365,365,7769.66,2025-01-15 15:00:00,Pending,Debit Card
366,366,5175.89,2025-04-08 02:27:00,Refunded,Credit Card
367,367,7898.39,2025-03-15 03:06:00,Completed,UPI
368,368,30059.16,2025-05-30 16:59:00,Completed,Credit Card
369,369,4610.15,2024-10-24 02:51:00,Refunded,UPI
370,370,4873.02,2026-03-17 22:41:00,Completed,Wallet
371,371,29510.9,2025-11-30 10:56:00,Failed,Debit Card
372,372,4281.35,2025-05-18 18:59:00,Completed,Debit Card
373,373,8401.6,2025-11-30 20:40:00,Refunded,Net Banking
374,374,5634.31,2025-03-03 12:41:00,Failed,Debit Card
375,375,10316.03,2024-11-17 10:39:00,Refunded,UPI
376,376,5121.42,2024-12-21 23:58:00,Completed,UPI
377,377,5161.03,2025-11-27 11:39:00,Completed,Debit Card
378,378,13745.83,2025-03-23 15:45:00,Completed,Debit Card
379,379,4299.69,2025-10-24 04:40:00,Completed,Wallet
380,380,16261.5,2025-06-05 05:39:00,Completed,Net Banking
381,381,5073.68,2025-01-04 11:52:00,Completed,UPI
382,382,5830.58,2025-04-11 12:26:00,Refunded,Net Banking
383,383,5085.82,2025-12-24 19:36:00,Completed,Net Banking
384,384,5382.01,2025-06-04 11:14:00,Pending,Wallet
385,385,4120.18,2025-05-18 04:57:00,Pending,UPI
386,386,5387.6,2025-05-08 08:56:00,Completed,UPI
387,387,4390.82,2025-02-04 00:56:00,Completed,Wallet
388,388,9118.11,2026-01-02 12:56:00,Completed,Wallet
389,389,13858.72,2025-05-17 02:40:00,Refunded,Debit Card
390,390,5714.19,2025-04-13 05:57:00,Completed,Debit Card
391,391,18980.05,2025-11-08 08:50:00,Failed,Net Banking
392,392,7751.93,2025-11-07 19:14:00,Refunded,Debit Card
393,393,4317.05,2025-05-16 12:56:00,Refunded,Credit Card
394,394,4529.94,2025-02-07 20:29:00,Completed,UPI
395,395,4771.33,2026-01-06 07:08:00,Refunded,Net Banking
396,396,4174.9,2025-02-22 10:01:00,Completed,Net Banking
397,397,5788.06,2025-08-21 12:30:00,Completed,UPI
398,398,5731.79,2025-10-03 22:47:00,Completed,Credit Card
399,399,5309.75,2025-04-01 23:22:00,Completed,UPI
400,400,4369.02,2025-07-14 04:29:00,Completed,Wallet
401,401,4194.91,2025-12-15 03:59:00,Completed,UPI
402,402,4213.32,2025-09-28 10:42:00,Completed,UPI
403,403,8895.98,2025-12-01 06:37:00,Pending,Debit Card
404,404,5790.11,2025-02-24 19:29:00,Completed,Debit Card
405,405,4751.91,2024-11-23 20:50:00,Completed,Credit Card
406,406,4227.44,2025-09-10 12:48:00,Completed,Credit Card
407,407,5820.54,2025-02-17 07:26:00,Completed,UPI
408,408,5328.83,2026-03-07 06:42:00,Completed,UPI
409,409,4430.35,2025-02-15 04:30:00,Refunded,Credit Card
410,410,10154.11,2025-06-06 01:50:00,Completed,UPI
411,411,4279.18,2025-03-18 04:50:00,Completed,Credit Card
412,412,5352.07,2025-07-11 22:42:00,Pending,Debit Card
413,413,5226.5,2026-01-18 21:59:00,Refunded,Credit Card
414,414,13806.5,2025-10-06 00:59:00,Failed,Wallet
415,415,5375.54,2025-10-01 14:51:00,Completed,Credit Card
416,416,4593.49,2025-08-02 06:18:00,Refunded,Credit Card
417,417,17809.73,2025-02-14 04:20:00,Completed,UPI
418,418,4345.25,2025-12-28 06:15:00,Refunded,UPI
419,419,4578.86,2025-07-15 19:32:00,Completed,Net Banking
420,420,5701.46,2024-12-25 13:59:00,Completed,Net Banking
421,421,4982.81,2026-03-22 08:53:00,Refunded,Debit Card
422,422,4942.42,2024-12-02 06:53:00,Completed,Credit Card
423,423,8359.77,2025-11-15 13:23:00,Completed,Wallet
424,424,9861.47,2025-02-16 02:19:00,Refunded,Debit Card
425,425,8079.42,2025-02-08 09:42:00,Completed,UPI
426,426,28176.55,2025-04-02 16:31:00,Refunded,Credit Card
427,427,4747.55,2024-10-30 01:14:00,Completed,Debit Card
428,428,4114.34,2025-11-24 11:02:00,Completed,Credit Card
429,429,8501.83,2025-10-17 03:27:00,Completed,Debit Card
430,430,19234.4,2025-10-24 20:40:00,Completed,Net Banking
431,431,5113.41,2025-07-20 11:12:00,Completed,UPI
432,432,10750.35,2025-12-15 08:27:00,Completed,Wallet
433,433,5500.92,2025-07-22 20:32:00,Completed,Credit Card
434,434,4724.59,2025-09-15 00:48:00,Completed,Debit Card
435,435,32686.44,2025-11-13 11:07:00,Refunded,Net Banking
436,436,16747.56,2025-04-25 08:54:00,Completed,Credit Card
437,437,15822.62,2026-02-08 01:27:00,Failed,Credit Card
438,438,10010.47,2026-03-08 23:00:00,Completed,Debit Card
439,439,5126.93,2026-03-22 16:07:00,Pending,UPI
440,440,9808.51,2025-12-22 09:14:00,Refunded,Wallet
